,id,customer_id,country_id,tbl_loan_id,lender_id,loan_type,total_amount,total_amount_to_repay,disbursement_date,due_date,duration,new_versus_repeat,amount_funded_by_lender,lender_portion_funded,lender_portion_to_be_repaid,target
54,ID_267435190433267278,267435,Kenya,190433,267278,Type_4,5000.0,5350.0,2022-06-14,2022-07-14,30,Repeat Loan,666.0,0.1332,713.0,0
55,ID_267435190433251804,267435,Kenya,190433,251804,Type_4,5000.0,5350.0,2022-06-14,2022-07-14,30,Repeat Loan,666.0,0.1332,713.0,0
56,ID_260263191125251804,260263,Kenya,191125,251804,Type_5,6500.0,6900.0,2022-06-15,2022-06-29,14,Repeat Loan,866.0,0.133230769230769,923.0,0
57,ID_260263191125267278,260263,Kenya,191125,267278,Type_5,6500.0,6900.0,2022-06-15,2022-06-29,14,Repeat Loan,866.0,0.133230769230769,923.0,0
58,ID_267162191127251804,267162,Kenya,191127,251804,Type_5,22000.0,23200.0,2022-06-15,2022-06-29,14,New Loan,2933.0,0.133318181818181,3093.0,0
59,ID_267162191127267278,267162,Kenya,191127,267278,Type_5,22000.0,23200.0,2022-06-15,2022-06-29,14,Repeat Loan,2933.0,0.133318181818181,3093.0,0
60,ID_266991191282251804,266991,Kenya,191282,251804,Type_5,16000.0,16900.0,2022-06-15,2022-06-29,14,Repeat Loan,2133.0,0.1333125,2253.0,0
61,ID_266991191282267278,266991,Kenya,191282,267278,Type_5,16000.0,16900.0,2022-06-15,2022-06-29,14,Repeat Loan,2133.0,0.1333125,2253.0,0
62,ID_259630191477251804,259630,Kenya,191477,251804,Type_6,7130.0,7809.0,2022-06-15,2022-06-22,7,Repeat Loan,678.65,0.0951823281907433,743.0,1
63,ID_259630191477267278,259630,Kenya,191477,267278,Type_6,7130.0,7809.0,2022-06-15,2022-06-22,7,Repeat Loan,1140.0,0.159887798036465,1249.0,1
64,ID_255901192116251804,255901,Kenya,192116,251804,Type_5,13000.0,13750.0,2022-06-16,2022-06-30,14,Repeat Loan,1733.0,0.133307692307692,1833.0,0
65,ID_255901192116267278,255901,Kenya,192116,267278,Type_5,13000.0,13750.0,2022-06-16,2022-06-30,14,Repeat Loan,1733.0,0.133307692307692,1833.0,0
66,ID_248455192121267278,248455,Kenya,192121,267278,Type_5,105000.0,110350.0,2022-06-16,2022-06-30,14,Repeat Loan,14000.0,0.133333333333333,14713.0,0
67,ID_248455192121251804,248455,Kenya,192121,251804,Type_5,105000.0,110350.0,2022-06-16,2022-06-30,14,Repeat Loan,14000.0,0.133333333333333,14713.0,0
68,ID_256868192175267278,256868,Kenya,192175,267278,Type_5,24000.0,25300.0,2022-06-16,2022-06-30,14,Repeat Loan,3200.0,0.133333333333333,3373.0,0
69,ID_256868192175251804,256868,Kenya,192175,251804,Type_5,24000.0,25300.0,2022-06-16,2022-06-30,14,Repeat Loan,1115.61,0.04648375,1176.0,0
70,ID_244946192501267278,244946,Kenya,192501,267278,Type_5,43000.0,44605.0,2022-06-16,2022-06-23,7,Repeat Loan,5733.0,0.133325581395348,5947.0,0
71,ID_244946192501251804,244946,Kenya,192501,251804,Type_5,43000.0,44605.0,2022-06-16,2022-06-23,7,Repeat Loan,121.44,0.0028241860465116,126.0,0
72,ID_245766192990267278,245766,Kenya,192990,267278,Type_5,10000.0,10600.0,2022-06-17,2022-07-01,14,Repeat Loan,1333.0,0.1333,1413.0,0
73,ID_245766192990251804,245766,Kenya,192990,251804,Type_5,10000.0,10600.0,2022-06-17,2022-07-01,14,Repeat Loan,1333.0,0.1333,1413.0,0
74,ID_249613192991251804,249613,Kenya,192991,251804,Type_5,16000.0,16900.0,2022-06-17,2022-07-01,14,Repeat Loan,2133.0,0.1333125,2253.0,0
75,ID_249613192991267278,249613,Kenya,192991,267278,Type_5,16000.0,16900.0,2022-06-17,2022-07-01,14,Repeat Loan,2133.0,0.1333125,2253.0,0
76,ID_267352193030267278,267352,Kenya,193030,267278,Type_5,22000.0,23200.0,2022-06-16,2022-06-30,14,Repeat Loan,2933.0,0.133318181818181,3093.0,0
77,ID_267352193030251804,267352,Kenya,193030,251804,Type_5,22000.0,23200.0,2022-06-16,2022-06-30,14,Repeat Loan,2933.0,0.133318181818181,3093.0,0
78,ID_267352193137251804,267352,Kenya,193137,251804,Type_5,22000.0,23200.0,2022-06-20,2022-07-04,14,Repeat Loan,2933.0,0.133318181818181,3093.0,0
79,ID_267352193137267278,267352,Kenya,193137,267278,Type_5,22000.0,23200.0,2022-06-20,2022-07-04,14,Repeat Loan,2933.0,0.133318181818181,3093.0,0
80,ID_245210193457251804,245210,Kenya,193457,251804,Type_4,15000.0,16050.0,2022-06-17,2022-07-17,30,Repeat Loan,491.15,0.0327433333333333,526.0,0
81,ID_245210193457267278,245210,Kenya,193457,267278,Type_4,15000.0,16050.0,2022-06-17,2022-07-17,30,Repeat Loan,2000.0,0.133333333333333,2140.0,0
82,ID_256582193806267278,256582,Kenya,193806,267278,Type_5,22500.0,23725.0,2022-06-18,2022-07-02,14,Repeat Loan,3000.0,0.133333333333333,3163.0,0
83,ID_256582193806251804,256582,Kenya,193806,251804,Type_5,22500.0,23725.0,2022-06-18,2022-07-02,14,Repeat Loan,3000.0,0.133333333333333,3163.0,0
84,ID_252426194789251804,252426,Kenya,194789,251804,Type_5,10500.0,11125.0,2022-06-18,2022-07-02,14,Repeat Loan,1400.0,0.133333333333333,1483.0,0
85,ID_252426194789267278,252426,Kenya,194789,267278,Type_5,10500.0,11125.0,2022-06-18,2022-07-02,14,Repeat Loan,1400.0,0.133333333333333,1483.0,0
86,ID_247952194893267278,247952,Kenya,194893,267278,Type_5,15000.0,15850.0,2022-06-20,2022-07-04,14,Repeat Loan,2000.0,0.133333333333333,2113.0,0
87,ID_247952194893251804,247952,Kenya,194893,251804,Type_5,15000.0,15850.0,2022-06-20,2022-07-04,14,Repeat Loan,2000.0,0.133333333333333,2113.0,0
88,ID_248683194921251804,248683,Kenya,194921,251804,Type_5,12500.0,13225.0,2022-06-20,2022-07-04,14,Repeat Loan,1666.0,0.13328,1763.0,0
89,ID_248683194921267278,248683,Kenya,194921,267278,Type_5,12500.0,13225.0,2022-06-20,2022-07-04,14,Repeat Loan,1666.0,0.13328,1763.0,0
90,ID_249830194923251804,249830,Kenya,194923,251804,Type_5,36000.0,37900.0,2022-06-20,2022-07-04,14,Repeat Loan,4800.0,0.133333333333333,5053.0,0
91,ID_249830194923267278,249830,Kenya,194923,267278,Type_5,36000.0,37900.0,2022-06-20,2022-07-04,14,Repeat Loan,4800.0,0.133333333333333,5053.0,0
92,ID_256578194933267278,256578,Kenya,194933,267278,Type_5,25000.0,26350.0,2022-06-20,2022-07-04,14,Repeat Loan,7333.0,0.29332,7729.0,0
93,ID_256578194933251804,256578,Kenya,194933,251804,Type_5,25000.0,26350.0,2022-06-20,2022-07-04,14,Repeat Loan,3333.0,0.13332,3513.0,0
94,ID_267133195380267278,267133,Kenya,195380,267278,Type_5,9500.0,10486.0,2022-06-20,2022-07-04,14,New Loan,1266.0,0.133263157894736,1397.0,1
95,ID_267133195380251804,267133,Kenya,195380,251804,Type_5,9500.0,10486.0,2022-06-20,2022-07-04,14,Repeat Loan,1266.0,0.133263157894736,1397.0,1
96,ID_241206195402267278,241206,Kenya,195402,267278,Type_4,15000.0,19340.0,2022-06-20,2022-07-20,30,Repeat Loan,2000.0,0.133333333333333,2579.0,1
97,ID_241206195402251804,241206,Kenya,195402,251804,Type_4,15000.0,19340.0,2022-06-20,2022-07-20,30,Repeat Loan,2000.0,0.133333333333333,2579.0,1
98,ID_260276195734267278,260276,Kenya,195734,267278,Type_5,28000.0,31307.0,2022-06-20,2022-07-04,14,Repeat Loan,3733.0,0.133321428571428,4174.0,1
99,ID_260276195734251804,260276,Kenya,195734,251804,Type_5,28000.0,31307.0,2022-06-20,2022-07-04,14,Repeat Loan,3733.0,0.133321428571428,4174.0,1
100,ID_251285195746251804,251285,Kenya,195746,251804,Type_5,13500.0,14275.0,2022-06-20,2022-07-04,14,Repeat Loan,1800.0,0.133333333333333,1903.0,0
101,ID_251285195746267278,251285,Kenya,195746,267278,Type_5,13500.0,14275.0,2022-06-20,2022-07-04,14,Repeat Loan,1800.0,0.133333333333333,1903.0,0
102,ID_247837196083251804,247837,Kenya,196083,251804,Type_5,21000.0,22150.0,2022-06-21,2022-07-05,14,Repeat Loan,2800.0,0.133333333333333,2953.0,0
103,ID_247837196083267278,247837,Kenya,196083,267278,Type_5,21000.0,22150.0,2022-06-21,2022-07-05,14,Repeat Loan,2800.0,0.133333333333333,2953.0,0
104,ID_256869196507267278,256869,Kenya,196507,267278,Type_5,10000.0,10600.0,2022-06-21,2022-07-05,14,Repeat Loan,1333.0,0.1333,1413.0,0
105,ID_256869196507251804,256869,Kenya,196507,251804,Type_5,10000.0,10600.0,2022-06-21,2022-07-05,14,Repeat Loan,1333.0,0.1333,1413.0,0
106,ID_240519197119267278,240519,Kenya,197119,267278,Type_4,30000.0,33600.0,2022-06-22,2022-08-21,60,Repeat Loan,4000.0,0.133333333333333,4480.0,0
107,ID_240519197119251804,240519,Kenya,197119,251804,Type_4,30000.0,33600.0,2022-06-22,2022-08-21,60,Repeat Loan,4000.0,0.133333333333333,4480.0,0
108,ID_246549197853251804,246549,Kenya,197853,251804,Type_5,36000.0,37900.0,2022-06-23,2022-07-07,14,Repeat Loan,4800.0,0.133333333333333,5053.0,0
109,ID_246549197853267278,246549,Kenya,197853,267278,Type_5,36000.0,37900.0,2022-06-23,2022-07-07,14,Repeat Loan,4800.0,0.133333333333333,5053.0,0
110,ID_257775198629267278,257775,Kenya,198629,267278,Type_5,7000.0,7450.0,2022-06-24,2022-07-08,14,Repeat Loan,933.0,0.133285714285714,993.0,0
111,ID_257775198629251804,257775,Kenya,198629,251804,Type_5,7000.0,7450.0,2022-06-24,2022-07-08,14,Repeat Loan,933.0,0.133285714285714,993.0,0
112,ID_244944198658267278,244944,Kenya,198658,267278,Type_5,16500.0,17425.0,2022-06-24,2022-07-08,14,Repeat Loan,2200.0,0.133333333333333,2323.0,0
113,ID_244944198658251804,244944,Kenya,198658,251804,Type_5,16500.0,17425.0,2022-06-24,2022-07-08,14,Repeat Loan,2200.0,0.133333333333333,2323.0,0
114,ID_246989198940251804,246989,Kenya,198940,251804,Type_5,50000.0,52600.0,2022-06-24,2022-07-08,14,Repeat Loan,2450.97,0.0490194,2578.0,0
115,ID_246989198940267278,246989,Kenya,198940,267278,Type_5,50000.0,52600.0,2022-06-24,2022-07-08,14,Repeat Loan,6666.0,0.13332,7013.0,0
116,ID_245757199140267278,245757,Kenya,199140,267278,Type_5,6500.0,6925.0,2022-06-24,2022-07-08,14,Repeat Loan,866.0,0.133230769230769,923.0,0
117,ID_245757199140251804,245757,Kenya,199140,251804,Type_5,6500.0,6925.0,2022-06-24,2022-07-08,14,Repeat Loan,160.0,0.0246153846153846,170.0,0
118,ID_257777201072251804,257777,Kenya,201072,251804,Type_5,13000.0,13750.0,2022-06-27,2022-07-11,14,Repeat Loan,1398.27,0.10755923076923,1479.0,0
119,ID_257777201072267278,257777,Kenya,201072,267278,Type_5,13000.0,13750.0,2022-06-27,2022-07-11,14,Repeat Loan,1733.0,0.133307692307692,1833.0,0
120,ID_248456201337251804,248456,Kenya,201337,251804,Type_5,67900.0,71395.0,2022-06-27,2022-07-11,14,Repeat Loan,640.0,0.0094256259204712,673.0,0
121,ID_248456201337267278,248456,Kenya,201337,267278,Type_5,67900.0,71395.0,2022-06-27,2022-07-11,14,Repeat Loan,9053.0,0.133328424153166,9519.0,0
122,ID_248649202792251804,248649,Kenya,202792,251804,Type_5,15500.0,16375.0,2022-06-29,2022-07-13,14,Repeat Loan,2066.0,0.133290322580645,2183.0,0
123,ID_248649202792267278,248649,Kenya,202792,267278,Type_5,15500.0,16375.0,2022-06-29,2022-07-13,14,Repeat Loan,2066.0,0.133290322580645,2183.0,0
124,ID_255901202807251804,255901,Kenya,202807,251804,Type_5,15000.0,15850.0,2022-06-29,2022-07-13,14,Repeat Loan,2000.0,0.133333333333333,2113.0,0
125,ID_255901202807267278,255901,Kenya,202807,267278,Type_5,15000.0,15850.0,2022-06-29,2022-07-13,14,Repeat Loan,2000.0,0.133333333333333,2113.0,0
126,ID_248641202951267278,248641,Kenya,202951,267278,Type_5,12000.0,12700.0,2022-06-29,2022-07-13,14,Repeat Loan,1600.0,0.133333333333333,1693.0,0
127,ID_248641202951251804,248641,Kenya,202951,251804,Type_5,12000.0,12700.0,2022-06-29,2022-07-13,14,Repeat Loan,1600.0,0.133333333333333,1693.0,0
128,ID_249613202952267278,249613,Kenya,202952,267278,Type_5,16500.0,17425.0,2022-06-29,2022-07-13,14,Repeat Loan,2200.0,0.133333333333333,2323.0,0
129,ID_249613202952251804,249613,Kenya,202952,251804,Type_5,16500.0,17425.0,2022-06-29,2022-07-13,14,Repeat Loan,2200.0,0.133333333333333,2323.0,0
130,ID_250359203080267278,250359,Kenya,203080,267278,Type_5,26000.0,27400.0,2022-06-29,2022-07-13,14,Repeat Loan,3466.0,0.133307692307692,3653.0,0
131,ID_250359203080251804,250359,Kenya,203080,251804,Type_5,26000.0,27400.0,2022-06-29,2022-07-13,14,Repeat Loan,3466.0,0.133307692307692,3653.0,0
132,ID_246898203435251804,246898,Kenya,203435,251804,Type_5,36000.0,37900.0,2022-06-30,2022-07-14,14,Repeat Loan,1264.84,0.0351344444444444,1332.0,0
133,ID_246898203435267278,246898,Kenya,203435,267278,Type_5,36000.0,37900.0,2022-06-30,2022-07-14,14,Repeat Loan,4800.0,0.133333333333333,5053.0,0
134,ID_249483203544251804,249483,Kenya,203544,251804,Type_5,41500.0,43675.0,2022-07-29,2022-08-12,14,Repeat Loan,2357.64,0.0568106024096385,2481.0,0
135,ID_249483203544267278,249483,Kenya,203544,267278,Type_5,41500.0,43675.0,2022-07-29,2022-08-12,14,Repeat Loan,5533.0,0.133325301204819,5823.0,0
136,ID_248455203634267278,248455,Kenya,203634,267278,Type_5,102500.0,107725.0,2022-06-30,2022-07-14,14,Repeat Loan,13666.0,0.133326829268292,14363.0,0
137,ID_248455203634251804,248455,Kenya,203634,251804,Type_5,102500.0,107725.0,2022-06-30,2022-07-14,14,Repeat Loan,2068.0,0.0201756097560975,2173.0,0
138,ID_245620203665251804,245620,Kenya,203665,251804,Type_4,500000.0,567500.0,2022-07-06,2022-10-04,90,Repeat Loan,18442.61,0.03688522,20932.0,0
139,ID_245620203665267278,245620,Kenya,203665,267278,Type_4,500000.0,567500.0,2022-07-06,2022-10-04,90,Repeat Loan,66666.0,0.133332,75666.0,0
140,ID_256868203795251804,256868,Kenya,203795,251804,Type_5,24000.0,25300.0,2022-06-30,2022-07-14,14,Repeat Loan,221.8,0.0092416666666666,234.0,0
141,ID_256868203795267278,256868,Kenya,203795,267278,Type_5,24000.0,25300.0,2022-06-30,2022-07-14,14,Repeat Loan,3200.0,0.133333333333333,3373.0,0
142,ID_262937204250251804,262937,Kenya,204250,251804,Type_6,1310.0,1359.0,2022-07-01,2022-07-08,7,Repeat Loan,209.0,0.159541984732824,217.0,0
143,ID_262937204250267278,262937,Kenya,204250,267278,Type_6,1310.0,1359.0,2022-07-01,2022-07-08,7,Repeat Loan,209.0,0.159541984732824,217.0,0
144,ID_261841204254267278,261841,Kenya,204254,267278,Type_10,169633.4,172177.9,2022-07-01,2022-07-31,30,Repeat Loan,9746.0,0.0574533081338934,9892.0,0
145,ID_261841204254251804,261841,Kenya,204254,251804,Type_10,169633.4,172177.9,2022-07-01,2022-07-31,30,Repeat Loan,6486.1,0.0382359841870763,6583.0,0
146,ID_259346204255267278,259346,Kenya,204255,267278,Type_10,97434.8,98896.32,2022-07-01,2022-07-31,30,Repeat Loan,17506.0,0.179668865744066,17769.0,0
147,ID_259346204255251804,259346,Kenya,204255,251804,Type_10,97434.8,98896.32,2022-07-01,2022-07-31,30,Repeat Loan,13132.51,0.134782541761259,13329.0,0
148,ID_259835204259267278,259835,Kenya,204259,267278,Type_10,839507.95,852100.57,2022-07-01,2022-07-31,30,Repeat Loan,60451.0,0.0720076563896744,61358.0,0
149,ID_259835204259251804,259835,Kenya,204259,251804,Type_10,839507.95,852100.57,2022-07-01,2022-07-31,30,Repeat Loan,68303.07,0.0813608376192268,69328.0,0
150,ID_248684204356251804,248684,Kenya,204356,251804,Type_5,32000.0,33700.0,2022-07-01,2022-07-15,14,Repeat Loan,681.91,0.0213096875,718.0,0
151,ID_248684204356267278,248684,Kenya,204356,267278,Type_5,32000.0,33700.0,2022-07-01,2022-07-15,14,Repeat Loan,4266.0,0.1333125,4493.0,0
152,ID_247952204575251804,247952,Kenya,204575,251804,Type_5,15000.0,15850.0,2022-07-01,2022-07-15,14,Repeat Loan,1179.84,0.0786559999999999,1247.0,0
153,ID_247952204575267278,247952,Kenya,204575,267278,Type_5,15000.0,15850.0,2022-07-01,2022-07-15,14,Repeat Loan,2000.0,0.133333333333333,2113.0,0
154,ID_252041205093267278,252041,Kenya,205093,267278,Type_10,176676.0,179326.14,2022-07-01,2022-07-31,30,Repeat Loan,10225.0,0.0578743009803255,10378.0,0
155,ID_252041205093251804,252041,Kenya,205093,251804,Type_10,176676.0,179326.14,2022-07-01,2022-07-31,30,Repeat Loan,17435.0,0.0986834657791663,17697.0,0
156,ID_259206205216267278,259206,Kenya,205216,267278,Type_10,635819.2,645356.49,2022-07-02,2022-07-31,29,Repeat Loan,67863.0,0.106733171945735,68881.0,0
157,ID_259206205216251804,259206,Kenya,205216,251804,Type_10,635819.2,645356.49,2022-07-02,2022-07-31,29,Repeat Loan,56792.12,0.0893211780959115,57644.0,0
158,ID_259205206327267278,259205,Kenya,206327,267278,Type_10,148591.5,150820.37,2022-07-03,2022-07-31,28,Repeat Loan,9324.0,0.0627492151300713,9464.0,0
159,ID_259205206327251804,259205,Kenya,206327,251804,Type_10,148591.5,150820.37,2022-07-03,2022-07-31,28,Repeat Loan,16101.0,0.108357476706271,16343.0,0
160,ID_249305206539251804,249305,Kenya,206539,251804,Type_5,14500.0,15325.0,2022-07-04,2022-07-18,14,Repeat Loan,1933.0,0.133310344827586,2043.0,0
161,ID_249305206539267278,249305,Kenya,206539,267278,Type_5,14500.0,15325.0,2022-07-04,2022-07-18,14,Repeat Loan,1933.0,0.133310344827586,2043.0,0
162,ID_266990206820251804,266990,Kenya,206820,251804,Type_5,28000.0,29500.0,2022-07-04,2022-07-18,14,Repeat Loan,3733.0,0.133321428571428,3933.0,0
