,id,customer_id,country_id,tbl_loan_id,lender_id,loan_type,loan_risk,total_amount,total_amount_to_repay,duration,interest_rate,interest_rate_bin,daily_loan_margin,margin_category,disbursement_date,month_disbursement,due_date,month_due,new_versus_repeat,target
35,ID_266298290825267278,266298,Kenya,290825,267278,Type_1,Low Risk,2188.0,2188.0,7,0.0,Negative/Zero,0.0,Zero,2022-10-29,10,2022-11-05,11,Repeat Loan,0
36,ID_238716357554267278,238716,Kenya,357554,267278,Type_4,High Risk,30000.0,33600.0,60,73.0,Medium,60.0,Large,2023-08-07,8,2023-10-06,10,Repeat Loan,0
37,ID_244471270752267278,244471,Kenya,270752,267278,Type_1,Low Risk,8757.0,8757.0,7,0.0,Negative/Zero,0.0,Zero,2022-09-29,9,2022-10-06,10,Repeat Loan,0
38,ID_244541299976267278,244541,Kenya,299976,267278,Type_1,Low Risk,6269.0,6336.0,7,55.727730556251856,Medium,9.571428571428571,Moderate,2022-11-16,11,2022-11-23,11,Repeat Loan,0
39,ID_241552271459267278,241552,Kenya,271459,267278,Type_1,Low Risk,6753.0,6829.0,7,58.682913414143975,Medium,10.857142857142858,Moderate,2022-09-30,9,2022-10-07,10,Repeat Loan,0
40,ID_240938270158267278,240938,Kenya,270158,267278,Type_1,Low Risk,4738.0,4845.0,7,117.75613580172465,Medium,15.285714285714286,Moderate,2022-09-29,9,2022-10-06,10,Repeat Loan,0
41,ID_269503231860267278,269503,Kenya,231860,267278,Type_1,Low Risk,3869.0,3869.0,7,0.0,Negative/Zero,0.0,Zero,2022-08-04,8,2022-08-11,8,Repeat Loan,0
42,ID_268407277959267278,268407,Kenya,277959,267278,Type_1,Low Risk,6178.0,6254.0,7,64.1446607778754,Medium,10.857142857142858,Moderate,2022-10-08,10,2022-10-15,10,Repeat Loan,0
43,ID_245095216578267278,245095,Kenya,216578,267278,Type_1,Low Risk,4350.0,4350.0,7,0.0,Negative/Zero,0.0,Zero,2022-07-15,7,2022-07-22,7,Repeat Loan,0
44,ID_264504294063267278,264504,Kenya,294063,267278,Type_1,Low Risk,2391.0,2391.0,7,0.0,Negative/Zero,0.0,Zero,2022-11-05,11,2022-11-12,11,Repeat Loan,0
45,ID_268176283274267278,268176,Kenya,283274,267278,Type_1,Low Risk,19334.0,19927.0,7,159.92921426354755,High,84.71428571428571,Large,2022-10-17,10,2022-10-24,10,Repeat Loan,0
46,ID_261645288907267278,261645,Kenya,288907,267278,Type_1,Low Risk,5663.0,5732.0,7,63.5327060366792,Medium,9.857142857142858,Moderate,2022-10-27,10,2022-11-03,11,Repeat Loan,0
47,ID_261462257212267278,261462,Kenya,257212,267278,Type_1,Low Risk,9616.0,9733.0,7,63.443368195864025,Medium,16.714285714285715,Moderate,2022-09-12,9,2022-09-19,9,Repeat Loan,0
48,ID_261446260037267278,261446,Kenya,260037,267278,Type_1,Low Risk,16154.0,16647.0,7,159.1335184562868,High,70.42857142857143,Large,2022-09-15,9,2022-09-22,9,Repeat Loan,0
49,ID_263376224636267278,263376,Kenya,224636,267278,Type_1,Low Risk,10484.0,10484.0,7,0.0,Negative/Zero,0.0,Zero,2022-07-25,7,2022-08-01,8,Repeat Loan,0
50,ID_252651272270267278,252651,Kenya,272270,267278,Type_1,Low Risk,23442.0,23442.0,7,0.0,Negative/Zero,0.0,Zero,2022-10-01,10,2022-10-08,10,Repeat Loan,0
51,ID_247613300252267278,247613,Kenya,300252,267278,Type_1,Low Risk,698.0,698.0,7,0.0,Negative/Zero,0.0,Zero,2022-11-17,11,2022-11-24,11,Repeat Loan,0
52,ID_264617237273267278,264617,Kenya,237273,267278,Type_1,Low Risk,6258.0,6258.0,7,0.0,Negative/Zero,0.0,Zero,2022-08-15,8,2022-08-22,8,Repeat Loan,0
53,ID_246549270168251804,246549,Kenya,270168,251804,Type_5,High Risk,55000.0,57850.0,14,135.0974025974026,Medium,203.57142857142858,Large,2022-09-29,9,2022-10-13,10,Repeat Loan,0
54,ID_246145268379267278,246145,Kenya,268379,267278,Type_1,Low Risk,7500.0,7624.0,7,86.2095238095238,Medium,17.714285714285715,Moderate,2022-09-27,9,2022-10-04,10,Repeat Loan,0
55,ID_257106293723267278,257106,Kenya,293723,267278,Type_1,Low Risk,12261.0,12485.0,7,95.26139792839083,Medium,32.0,Large,2022-11-04,11,2022-11-11,11,Repeat Loan,0
56,ID_246106286794267278,246106,Kenya,286794,267278,Type_1,Low Risk,2084.0,2099.0,7,37.53084727173019,Low,2.142857142857143,Small,2022-10-22,10,2022-10-29,10,Repeat Loan,0
57,ID_248472229000267278,248472,Kenya,229000,267278,Type_1,Low Risk,1700.0,1763.0,7,193.23529411764704,High,9.0,Moderate,2022-07-30,7,2022-08-06,8,Repeat Loan,0
58,ID_259375223063267278,259375,Kenya,223063,267278,Type_1,Low Risk,5499.0,5499.0,7,0.0,Negative/Zero,0.0,Zero,2022-07-23,7,2022-07-30,7,Repeat Loan,0
59,ID_249726184253251804,249726,Kenya,184253,251804,Type_5,High Risk,11500.0,12703.0,14,272.7298136645963,High,85.92857142857143,Large,2022-06-07,6,2022-06-21,6,Repeat Loan,1
60,ID_267722220486267278,267722,Kenya,220486,267278,Type_1,Low Risk,5349.0,5547.0,7,193.01338033811393,High,28.285714285714285,Large,2022-07-20,7,2022-07-27,7,Repeat Loan,0
61,ID_255041238162267278,255041,Kenya,238162,267278,Type_1,Low Risk,4109.0,4109.0,7,0.0,Negative/Zero,0.0,Zero,2022-08-17,8,2022-08-24,8,Repeat Loan,0
62,ID_259481296898267278,259481,Kenya,296898,267278,Type_1,Low Risk,2700.0,2796.0,7,185.3968253968254,High,13.714285714285714,Moderate,2022-11-10,11,2022-11-17,11,Repeat Loan,0
63,ID_245448357246267278,245448,Kenya,357246,267278,Type_4,High Risk,50000.0,56000.0,60,73.00000000000001,Medium,100.0,Large,2023-07-14,7,2023-09-12,9,Repeat Loan,0
64,ID_258344298703267278,258344,Kenya,298703,267278,Type_1,Low Risk,638.0,638.0,7,0.0,Negative/Zero,0.0,Zero,2022-11-14,11,2022-11-21,11,Repeat Loan,0
65,ID_308549368425267278,308549,Kenya,368425,267278,Type_7,High Risk,6554.0,6784.0,7,182.9853088626357,High,32.857142857142854,Large,2024-08-02,8,2024-08-09,8,Repeat Loan,0
66,ID_263245260245267278,263245,Kenya,260245,267278,Type_1,Low Risk,5817.0,5817.0,7,0.0,Negative/Zero,0.0,Zero,2022-09-16,9,2022-09-23,9,Repeat Loan,0
67,ID_257387297008267278,257387,Kenya,297008,267278,Type_1,Low Risk,918.0,946.0,7,159.041394335512,High,4.0,Small,2022-11-10,11,2022-11-17,11,Repeat Loan,0
68,ID_254276262355267278,254276,Kenya,262355,267278,Type_1,Low Risk,1350.0,1350.0,7,0.0,Negative/Zero,0.0,Zero,2022-09-19,9,2022-09-26,9,Repeat Loan,0
69,ID_14362261118267278,14362,Kenya,261118,267278,Type_1,Low Risk,9198.0,9310.0,7,63.49206349206349,Medium,16.0,Moderate,2022-09-17,9,2022-09-24,9,Repeat Loan,0
70,ID_260863236259267278,260863,Kenya,236259,267278,Type_1,Low Risk,949.0,932.0,7,-93.4065934065934,Negative/Zero,-2.4285714285714284,Zero,2022-08-13,8,2022-08-20,8,Repeat Loan,0
71,ID_262582245450267278,262582,Kenya,245450,267278,Type_1,Low Risk,2250.0,2250.0,7,0.0,Negative/Zero,0.0,Zero,2022-08-27,8,2022-09-03,9,Repeat Loan,0
72,ID_251914233273267278,251914,Kenya,233273,267278,Type_1,Low Risk,5888.0,6223.0,7,296.66876940993785,High,47.857142857142854,Large,2022-08-08,8,2022-08-15,8,Repeat Loan,0
73,ID_264329238037267278,264329,Kenya,238037,267278,Type_1,Low Risk,2249.0,2249.0,7,0.0,Negative/Zero,0.0,Zero,2022-08-17,8,2022-08-24,8,Repeat Loan,0
74,ID_254427280898267278,254427,Kenya,280898,267278,Type_1,Low Risk,662.0,683.0,7,165.40785498489424,High,3.0,Small,2022-10-13,10,2022-10-20,10,Repeat Loan,0
75,ID_263235281931267278,263235,Kenya,281931,267278,Type_1,Low Risk,6612.0,6723.0,7,87.53564946849883,Medium,15.857142857142858,Moderate,2022-10-14,10,2022-10-21,10,Repeat Loan,0
76,ID_253656228558267278,253656,Kenya,228558,267278,Type_1,Low Risk,1510.0,1510.0,7,0.0,Negative/Zero,0.0,Zero,2022-07-30,7,2022-08-06,8,Repeat Loan,0
77,ID_264826217327267278,264826,Kenya,217327,267278,Type_1,Low Risk,15837.0,15837.0,7,0.0,Negative/Zero,0.0,Zero,2022-07-16,7,2022-07-23,7,Repeat Loan,0
78,ID_259588270038267278,259588,Kenya,270038,267278,Type_1,Low Risk,1078.0,1094.0,7,77.39199575934269,Medium,2.2857142857142856,Small,2022-09-28,9,2022-10-05,10,Repeat Loan,0
79,ID_308938372922267278,308938,Kenya,372922,267278,Type_7,High Risk,1710.0,1770.0,7,182.95739348370927,High,8.571428571428571,Moderate,2024-10-10,10,2024-10-17,10,Repeat Loan,0
80,ID_253554292383267278,253554,Kenya,292383,267278,Type_1,Low Risk,4008.0,4153.0,7,188.6405759908754,High,20.714285714285715,Moderate,2022-11-02,11,2022-11-09,11,Repeat Loan,0
81,ID_268209272881267278,268209,Kenya,272881,267278,Type_1,Low Risk,5277.0,5277.0,7,0.0,Negative/Zero,0.0,Zero,2022-10-03,10,2022-10-10,10,Repeat Loan,0
82,ID_271681294599267278,271681,Kenya,294599,267278,Type_1,Low Risk,3799.0,3853.0,7,74.11724890008648,Medium,7.714285714285714,Moderate,2022-11-05,11,2022-11-12,11,Repeat Loan,0
83,ID_249585297231267278,249585,Kenya,297231,267278,Type_1,Low Risk,7818.0,7865.0,7,31.34707451668311,Low,6.714285714285714,Moderate,2022-11-11,11,2022-11-18,11,Repeat Loan,0
84,ID_254506294758267278,254506,Kenya,294758,267278,Type_1,Low Risk,479.0,484.0,7,54.42886966895318,Medium,0.7142857142857143,Small,2022-11-05,11,2022-11-12,11,Repeat Loan,0
85,ID_259540216166267278,259540,Kenya,216166,267278,Type_1,Low Risk,16336.0,16534.0,7,63.199594235343504,Medium,28.285714285714285,Large,2022-07-15,7,2022-07-22,7,Repeat Loan,0
86,ID_251972275867267278,251972,Kenya,275867,267278,Type_1,Low Risk,4869.0,4869.0,7,0.0,Negative/Zero,0.0,Zero,2022-10-06,10,2022-10-13,10,Repeat Loan,0
87,ID_252619244189267278,252619,Kenya,244189,267278,Type_1,Low Risk,6889.0,6973.0,7,63.57961968355348,Medium,12.0,Moderate,2022-08-25,8,2022-09-01,9,Repeat Loan,0
88,ID_253835301776267278,253835,Kenya,301776,267278,Type_1,Low Risk,13917.0,14087.0,7,63.693940607068434,Medium,24.285714285714285,Large,2022-11-24,11,2022-12-01,12,Repeat Loan,0
89,ID_262508298463267278,262508,Kenya,298463,267278,Type_1,Low Risk,3379.0,3379.0,7,0.0,Negative/Zero,0.0,Zero,2022-11-14,11,2022-11-21,11,Repeat Loan,0
90,ID_249883231941267278,249883,Kenya,231941,267278,Type_1,Low Risk,2714.0,2813.0,7,190.20423202442362,High,14.142857142857142,Moderate,2022-08-04,8,2022-08-11,8,Repeat Loan,0
91,ID_264468255166267278,264468,Kenya,255166,267278,Type_1,Low Risk,1038.0,1062.0,7,120.56151940545004,Medium,3.4285714285714284,Small,2022-09-09,9,2022-09-16,9,Repeat Loan,0
92,ID_259207263942267278,259207,Kenya,263942,267278,Type_1,Low Risk,1035.0,1660.0,7,3148.7232574189093,High,89.28571428571429,Large,2022-09-20,9,2022-09-27,9,Repeat Loan,1
93,ID_271072298357267278,271072,Kenya,298357,267278,Type_6,High Risk,8740.0,8915.0,7,104.40503432494279,Medium,25.0,Large,2022-11-12,11,2022-11-19,11,Repeat Loan,0
94,ID_252133219766267278,252133,Kenya,219766,267278,Type_1,Low Risk,5000.0,5065.0,7,67.78571428571428,Medium,9.285714285714286,Moderate,2022-07-19,7,2022-07-26,7,Repeat Loan,0
95,ID_252908279490267278,252908,Kenya,279490,267278,Type_1,Low Risk,610.0,615.0,7,42.74004683840749,Medium,0.7142857142857143,Small,2022-10-11,10,2022-10-18,10,Repeat Loan,0
96,ID_238716357554251804,238716,Kenya,357554,251804,Type_4,High Risk,30000.0,33600.0,60,73.0,Medium,60.0,Large,2023-08-07,8,2023-10-06,10,Repeat Loan,0
97,ID_270089293325267278,270089,Kenya,293325,267278,Type_1,Low Risk,1500.0,1515.0,7,52.14285714285714,Medium,2.142857142857143,Small,2022-11-03,11,2022-11-10,11,Repeat Loan,0
98,ID_254519298678267278,254519,Kenya,298678,267278,Type_1,Low Risk,2340.0,2425.0,7,189.4078144078144,High,12.142857142857142,Moderate,2022-11-14,11,2022-11-21,11,Repeat Loan,0
99,ID_310020374195251804,310020,Kenya,374195,251804,Type_7,High Risk,9400.0,9730.0,7,183.05471124620058,High,47.142857142857146,Large,2024-10-29,10,2024-11-05,11,Repeat Loan,0
100,ID_308920371332251804,308920,Kenya,371332,251804,Type_7,High Risk,6998.0,7641.0,7,479.10627526231974,High,91.85714285714286,Large,2024-09-18,9,2024-09-25,9,Repeat Loan,1
101,ID_259514298651267278,259514,Kenya,298651,267278,Type_1,Low Risk,620.0,721.0,7,849.4239631336404,High,14.428571428571429,Moderate,2022-11-14,11,2022-11-21,11,Repeat Loan,0
102,ID_271471280887267278,271471,Kenya,280887,267278,Type_1,Low Risk,3925.0,3974.0,7,65.09554140127388,Medium,7.0,Moderate,2022-10-13,10,2022-10-20,10,Repeat Loan,0
103,ID_241273257067267278,241273,Kenya,257067,267278,Type_1,Low Risk,15371.0,15716.0,7,117.03393217283009,Medium,49.285714285714285,Large,2022-09-12,9,2022-09-19,9,Repeat Loan,0
104,ID_254897243595267278,254897,Kenya,243595,267278,Type_1,Low Risk,6299.0,6389.0,7,74.50162157258522,Medium,12.857142857142858,Moderate,2022-08-24,8,2022-08-31,8,Repeat Loan,0
105,ID_257748129373245684,257748,Kenya,129373,245684,Type_14,High Risk,10000.0,11111.0,30,135.17166666666668,Medium,37.03333333333333,Large,2022-03-21,3,2022-04-20,4,New Loan,1
106,ID_262028245358267278,262028,Kenya,245358,267278,Type_1,Low Risk,6249.0,6249.0,7,0.0,Negative/Zero,0.0,Zero,2022-08-27,8,2022-09-03,9,Repeat Loan,0
107,ID_267887275688251804,267887,Kenya,275688,251804,Type_6,High Risk,3690.0,6063.0,7,3353.252032520325,High,339.0,Large,2022-10-06,10,2022-10-13,10,Repeat Loan,1
108,ID_249422227175267278,249422,Kenya,227175,267278,Type_1,Low Risk,12653.0,12953.0,7,123.62963046595385,Medium,42.857142857142854,Large,2022-07-29,7,2022-08-05,8,Repeat Loan,0
109,ID_269558294145267278,269558,Kenya,294145,267278,Type_1,Low Risk,4395.0,4553.0,7,187.45327482528847,High,22.571428571428573,Moderate,2022-11-05,11,2022-11-12,11,Repeat Loan,0
110,ID_269648275368267278,269648,Kenya,275368,267278,Type_1,Low Risk,38589.0,38821.0,7,31.348681896765545,Low,33.142857142857146,Large,2022-10-05,10,2022-10-12,10,Repeat Loan,0
111,ID_260948215685267278,260948,Kenya,215685,267278,Type_1,Low Risk,7050.0,7050.0,7,0.0,Negative/Zero,0.0,Zero,2022-07-14,7,2022-07-21,7,Repeat Loan,0
112,ID_254661290368267278,254661,Kenya,290368,267278,Type_1,Low Risk,2034.0,2034.0,7,0.0,Negative/Zero,0.0,Zero,2022-10-29,10,2022-11-05,11,Repeat Loan,0
113,ID_245790230333267278,245790,Kenya,230333,267278,Type_1,Low Risk,2085.0,2088.0,7,7.50256937307297,Low,0.42857142857142855,Small,2022-08-02,8,2022-08-09,8,Repeat Loan,0
114,ID_245217234304267278,245217,Kenya,234304,267278,Type_1,Low Risk,9299.0,9414.0,7,64.48466040895335,Medium,16.428571428571427,Moderate,2022-08-10,8,2022-08-17,8,Repeat Loan,0
115,ID_263376257739267278,263376,Kenya,257739,267278,Type_1,Low Risk,10705.0,10705.0,7,0.0,Negative/Zero,0.0,Zero,2022-09-12,9,2022-09-19,9,Repeat Loan,0
116,ID_252708234157267278,252708,Kenya,234157,267278,Type_1,Low Risk,1370.0,1410.0,7,152.24191866527633,High,5.714285714285714,Moderate,2022-08-10,8,2022-08-17,8,Repeat Loan,0
117,ID_241458234501267278,241458,Kenya,234501,267278,Type_1,Low Risk,5669.0,5844.0,7,160.9631328276592,High,25.0,Large,2022-08-10,8,2022-08-17,8,Repeat Loan,0
118,ID_245797246924267278,245797,Kenya,246924,267278,Type_1,Low Risk,11360.0,11555.0,7,89.5057847082495,Medium,27.857142857142858,Large,2022-08-29,8,2022-09-05,9,Repeat Loan,0
119,ID_251616144280251804,251616,Kenya,144280,251804,Type_5,High Risk,17000.0,17950.0,14,145.69327731092437,High,67.85714285714286,Large,2022-04-15,4,2022-04-29,4,Repeat Loan,0
120,ID_239352219880267278,239352,Kenya,219880,267278,Type_1,Low Risk,7910.0,8093.0,7,120.63391728372765,Medium,26.142857142857142,Large,2022-07-19,7,2022-07-26,7,Repeat Loan,0
121,ID_254031281745267278,254031,Kenya,281745,267278,Type_1,Low Risk,2419.0,2419.0,7,0.0,Negative/Zero,0.0,Zero,2022-10-14,10,2022-10-21,10,Repeat Loan,0
122,ID_247289222110267278,247289,Kenya,222110,267278,Type_1,Low Risk,28007.0,28727.0,7,134.0481206229055,Medium,102.85714285714286,Large,2022-07-22,7,2022-07-29,7,Repeat Loan,0
123,ID_254221291750267278,254221,Kenya,291750,267278,Type_1,Low Risk,6248.0,6287.0,7,32.54755807572709,Low,5.571428571428571,Moderate,2022-11-01,11,2022-11-08,11,Repeat Loan,0
124,ID_264763247986267278,264763,Kenya,247986,267278,Type_1,Low Risk,3354.0,3475.0,7,188.11227532157767,High,17.285714285714285,Moderate,2022-08-30,8,2022-09-06,9,Repeat Loan,0
125,ID_248569256762267278,248569,Kenya,256762,267278,Type_1,Low Risk,2260.0,2260.0,7,0.0,Negative/Zero,0.0,Zero,2022-09-10,9,2022-09-17,9,Repeat Loan,0
126,ID_249405256706267278,249405,Kenya,256706,267278,Type_1,Low Risk,930.0,930.0,7,0.0,Negative/Zero,0.0,Zero,2022-09-10,9,2022-09-17,9,Repeat Loan,0
127,ID_252492233531267278,252492,Kenya,233531,267278,Type_1,Low Risk,4949.0,4949.0,7,0.0,Negative/Zero,0.0,Zero,2022-08-08,8,2022-08-15,8,Repeat Loan,0
128,ID_254661293587267278,254661,Kenya,293587,267278,Type_1,Low Risk,2900.0,2900.0,7,0.0,Negative/Zero,0.0,Zero,2022-11-04,11,2022-11-11,11,Repeat Loan,0
129,ID_242364279898267278,242364,Kenya,279898,267278,Type_1,Low Risk,15768.0,16055.0,7,94.90740740740739,Medium,41.0,Large,2022-10-12,10,2022-10-19,10,Repeat Loan,0
130,ID_256483220477267278,256483,Kenya,220477,267278,Type_1,Low Risk,5744.0,5868.0,7,112.56466374850775,Medium,17.714285714285715,Moderate,2022-07-20,7,2022-07-27,7,Repeat Loan,0
131,ID_264528236228267278,264528,Kenya,236228,267278,Type_1,Low Risk,679.0,696.0,7,130.54912686724174,Medium,2.4285714285714284,Small,2022-08-13,8,2022-08-20,8,Repeat Loan,0
132,ID_244831254106267278,244831,Kenya,254106,267278,Type_1,Low Risk,2399.0,2462.0,7,136.93205502292622,Medium,9.0,Moderate,2022-09-07,9,2022-09-14,9,Repeat Loan,0
133,ID_254783277605267278,254783,Kenya,277605,267278,Type_1,Low Risk,5668.0,5702.0,7,31.278354672850085,Low,4.857142857142857,Moderate,2022-10-08,10,2022-10-15,10,Repeat Loan,0
134,ID_264359246067267278,264359,Kenya,246067,267278,Type_1,Low Risk,14337.0,14337.0,7,0.0,Negative/Zero,0.0,Zero,2022-08-27,8,2022-09-03,9,Repeat Loan,0
135,ID_254272301792267278,254272,Kenya,301792,267278,Type_1,Low Risk,2398.0,2468.0,7,152.21017514595496,High,10.0,Moderate,2022-11-19,11,2022-11-26,11,Repeat Loan,0
136,ID_267019286860267278,267019,Kenya,286860,267278,Type_1,Low Risk,8628.0,8628.0,7,0.0,Negative/Zero,0.0,Zero,2022-10-22,10,2022-10-29,10,Repeat Loan,0
137,ID_269209224411267278,269209,Kenya,224411,267278,Type_1,Low Risk,4113.0,4142.0,7,36.764961272619914,Low,4.142857142857143,Moderate,2022-07-25,7,2022-08-01,8,New Loan,0
138,ID_239328287639267278,239328,Kenya,287639,267278,Type_1,Low Risk,12700.0,12853.0,7,62.81777277840269,Medium,21.857142857142858,Moderate,2022-10-24,10,2022-10-31,10,Repeat Loan,0
139,ID_243590267448267278,243590,Kenya,267448,267278,Type_1,Low Risk,10494.0,10711.0,7,107.82351820087668,Medium,31.0,Large,2022-09-26,9,2022-10-03,10,Repeat Loan,0
