,id,loan_type,total_amount,total_amount_to_repay,interest_rate,duration,lender_portion_to_be_repaid,daily_loan_cost,new_versus_repeat,due_month,daily_payment_ratio,risk_score,target
51,ID_247613300252267278,Type_1,698.0,698.0,0.0,7,209.0,0.0,Repeat Loan,11,99.71428571428571,0.0,0
52,ID_264617237273267278,Type_1,6258.0,6258.0,0.0,7,1877.0,0.0,Repeat Loan,8,894.0,0.0,0
53,ID_246549270168251804,Type_5,55000.0,57850.0,135.0974025974026,14,9256.0,203.57142857142858,Repeat Loan,10,4132.142857142857,60.31134044526902,0
54,ID_246145268379267278,Type_1,7500.0,7624.0,86.2095238095238,7,2287.0,17.714285714285715,Repeat Loan,10,1089.142857142857,41.055744239103596,0
55,ID_257106293723267278,Type_1,12261.0,12485.0,95.26139792839083,7,0.0,32.0,Repeat Loan,11,1783.5714285714287,0.0,0
56,ID_246106286794267278,Type_1,2084.0,2099.0,37.53084727173019,7,49.0,2.142857142857143,Repeat Loan,10,299.85714285714283,229.6712782022206,0
57,ID_248472229000267278,Type_1,1700.0,1763.0,193.23529411764704,7,529.0,9.0,Repeat Loan,8,251.85714285714286,91.99941224126701,0
58,ID_259375223063267278,Type_1,5499.0,5499.0,0.0,7,1650.0,0.0,Repeat Loan,7,785.5714285714286,0.0,0
59,ID_249726184253251804,Type_5,11500.0,12703.0,272.7298136645963,14,2032.0,85.92857142857143,Repeat Loan,6,907.3571428571429,121.78314197769147,1
60,ID_267722220486267278,Type_1,5349.0,5547.0,193.01338033811393,7,1664.0,28.285714285714285,Repeat Loan,7,792.4285714285714,91.91665699995862,0
61,ID_255041238162267278,Type_1,4109.0,4109.0,0.0,7,1233.0,0.0,Repeat Loan,8,587.0,0.0,0
62,ID_259481296898267278,Type_1,2700.0,2796.0,185.3968253968254,7,839.0,13.714285714285714,Repeat Loan,11,399.42857142857144,88.26315746799315,0
63,ID_245448357246267278,Type_4,50000.0,56000.0,73.00000000000001,60,6533.0,100.0,Repeat Loan,9,933.3333333333334,10.429103525690088,0
64,ID_258344298703267278,Type_1,638.0,638.0,0.0,7,191.0,0.0,Repeat Loan,11,91.14285714285714,0.0,0
65,ID_308549368425267278,Type_7,6554.0,6784.0,182.9853088626357,7,1357.0,32.857142857142854,Repeat Loan,8,969.1428571428571,130.68452840552905,0
66,ID_263245260245267278,Type_1,5817.0,5817.0,0.0,7,1745.0,0.0,Repeat Loan,9,831.0,0.0,0
67,ID_257387297008267278,Type_1,918.0,946.0,159.041394335512,7,284.0,4.0,Repeat Loan,11,135.14285714285714,75.68066350170741,0
68,ID_254276262355267278,Type_1,1350.0,1350.0,0.0,7,405.0,0.0,Repeat Loan,9,192.85714285714286,0.0,0
69,ID_14362261118267278,Type_1,9198.0,9310.0,63.49206349206349,7,2793.0,16.0,Repeat Loan,9,1330.0,30.234315948601658,0
70,ID_260863236259267278,Type_1,949.0,932.0,-93.4065934065934,7,287.0,-2.4285714285714284,Repeat Loan,8,133.14285714285714,0.0,0
71,ID_262582245450267278,Type_1,2250.0,2250.0,0.0,7,675.0,0.0,Repeat Loan,9,321.42857142857144,0.0,0
72,ID_251914233273267278,Type_1,5888.0,6223.0,296.66876940993785,7,1867.0,47.857142857142854,Repeat Loan,8,889.0,141.2632758465103,0
73,ID_264329238037267278,Type_1,2249.0,2249.0,0.0,7,675.0,0.0,Repeat Loan,8,321.2857142857143,0.0,0
74,ID_254427280898267278,Type_1,662.0,683.0,165.40785498489424,7,205.0,3.0,Repeat Loan,10,97.57142857142857,78.72722296493572,0
75,ID_263235281931267278,Type_1,6612.0,6723.0,87.53564946849883,7,1.0,15.857142857142858,Repeat Loan,10,960.4285714285714,84071.73876810251,0
76,ID_253656228558267278,Type_1,1510.0,1510.0,0.0,7,453.0,0.0,Repeat Loan,8,215.71428571428572,0.0,0
77,ID_264826217327267278,Type_1,15837.0,15837.0,0.0,7,4751.0,0.0,Repeat Loan,7,2262.4285714285716,0.0,0
78,ID_259588270038267278,Type_1,1078.0,1094.0,77.39199575934269,7,328.0,2.2857142857142856,Repeat Loan,10,156.28571428571428,36.87580285745684,0
79,ID_308938372922267278,Type_7,1710.0,1770.0,182.95739348370927,7,354.0,8.571428571428571,Repeat Loan,10,252.85714285714286,130.68385248836375,0
80,ID_253554292383267278,Type_1,4008.0,4153.0,188.6405759908754,7,1246.0,20.714285714285715,Repeat Loan,11,593.2857142857143,89.82163633227533,0
81,ID_268209272881267278,Type_1,5277.0,5277.0,0.0,7,1583.0,0.0,Repeat Loan,10,753.8571428571429,0.0,0
82,ID_271681294599267278,Type_1,3799.0,3853.0,74.11724890008648,7,1156.0,7.714285714285714,Repeat Loan,11,550.4285714285714,35.29087493969763,0
83,ID_249585297231267278,Type_1,7818.0,7865.0,31.34707451668311,7,2360.0,6.714285714285714,Repeat Loan,11,1123.5714285714287,14.924015803493504,0
84,ID_254506294758267278,Type_1,479.0,484.0,54.42886966895318,7,0.0,0.7142857142857143,Repeat Loan,11,69.14285714285714,0.0,0
85,ID_259540216166267278,Type_1,16336.0,16534.0,63.199594235343504,7,4960.0,28.285714285714285,Repeat Loan,7,2362.0,30.096258383847047,0
86,ID_251972275867267278,Type_1,4869.0,4869.0,0.0,7,0.0,0.0,Repeat Loan,10,695.5714285714286,0.0,0
87,ID_252619244189267278,Type_1,6889.0,6973.0,63.57961968355348,7,779.0,12.0,Repeat Loan,9,996.1428571428571,81.30216175562414,0
88,ID_253835301776267278,Type_1,13917.0,14087.0,63.693940607068434,7,4226.0,24.285714285714285,Repeat Loan,12,2012.4285714285713,30.331165618679368,0
89,ID_262508298463267278,Type_1,3379.0,3379.0,0.0,7,1014.0,0.0,Repeat Loan,11,482.7142857142857,0.0,0
90,ID_249883231941267278,Type_1,2714.0,2813.0,190.20423202442362,7,844.0,14.142857142857142,Repeat Loan,8,401.85714285714283,90.5627123704644,0
91,ID_264468255166267278,Type_1,1038.0,1062.0,120.56151940545004,7,319.0,3.4285714285714284,Repeat Loan,9,151.71428571428572,57.33825956497445,0
92,ID_259207263942267278,Type_1,1035.0,1660.0,3148.7232574189093,7,498.0,89.28571428571429,Repeat Loan,9,237.14285714285714,1499.3920273423378,1
93,ID_271072298357267278,Type_6,8740.0,8915.0,104.40503432494279,7,1783.0,25.0,Repeat Loan,11,1273.5714285714287,74.57502451781627,0
94,ID_252133219766267278,Type_1,5000.0,5065.0,67.78571428571428,7,1520.0,9.285714285714286,Repeat Loan,7,723.5714285714286,32.26829350161117,0
95,ID_252908279490267278,Type_1,610.0,615.0,42.74004683840749,7,0.0,0.7142857142857143,Repeat Loan,10,87.85714285714286,0.0,0
96,ID_238716357554251804,Type_4,30000.0,33600.0,73.0,60,1568.0,60.0,Repeat Loan,10,560.0,26.071428571428573,0
97,ID_270089293325267278,Type_1,1500.0,1515.0,52.14285714285714,7,455.0,2.142857142857143,Repeat Loan,11,216.42857142857142,24.802646333258576,0
98,ID_254519298678267278,Type_1,2340.0,2425.0,189.4078144078144,7,728.0,12.142857142857142,Repeat Loan,11,346.42857142857144,90.13225077294936,0
99,ID_310020374195251804,Type_7,9400.0,9730.0,183.05471124620058,7,1946.0,47.142857142857146,Repeat Loan,11,1390.0,130.75336517585757,0
100,ID_308920371332251804,Type_7,6998.0,7641.0,479.10627526231974,7,1528.0,91.85714285714286,Repeat Loan,9,1091.5714285714287,342.2635610769807,1
101,ID_259514298651267278,Type_1,620.0,721.0,849.4239631336404,7,216.0,14.428571428571429,Repeat Loan,11,103.0,405.0493898276156,0
102,ID_271471280887267278,Type_1,3925.0,3974.0,65.09554140127388,7,1192.0,7.0,Repeat Loan,10,567.7142857142857,31.003077843799424,0
103,ID_241273257067267278,Type_1,15371.0,15716.0,117.03393217283009,7,4715.0,49.285714285714285,Repeat Loan,9,2245.1428571428573,55.728079928138094,0
104,ID_254897243595267278,Type_1,6299.0,6389.0,74.50162157258522,7,0.0,12.857142857142858,Repeat Loan,8,912.7142857142857,0.0,0
105,ID_257748129373245684,Type_14,10000.0,11111.0,135.17166666666668,30,11111.0,37.03333333333333,New Loan,4,370.3666666666667,4.505722222222222,1
106,ID_262028245358267278,Type_1,6249.0,6249.0,0.0,7,1875.0,0.0,Repeat Loan,9,892.7142857142857,0.0,0
107,ID_267887275688251804,Type_6,3690.0,6063.0,3353.252032520325,7,1213.0,339.0,Repeat Loan,10,866.1428571428571,2394.3901864528007,1
108,ID_249422227175267278,Type_1,12653.0,12953.0,123.62963046595385,7,3886.0,42.857142857142854,Repeat Loan,8,1850.4285714285713,58.8697376452283,0
109,ID_269558294145267278,Type_1,4395.0,4553.0,187.45327482528847,7,1366.0,22.571428571428573,Repeat Loan,11,650.4285714285714,89.25692954188857,0
110,ID_269648275368267278,Type_1,38589.0,38821.0,31.348681896765545,7,2.0,33.142857142857146,Repeat Loan,10,5545.857142857143,86927.6557081668,0
111,ID_260948215685267278,Type_1,7050.0,7050.0,0.0,7,2115.0,0.0,Repeat Loan,7,1007.1428571428571,0.0,0
112,ID_254661290368267278,Type_1,2034.0,2034.0,0.0,7,610.0,0.0,Repeat Loan,11,290.57142857142856,0.0,0
113,ID_245790230333267278,Type_1,2085.0,2088.0,7.50256937307297,7,626.0,0.42857142857142855,Repeat Loan,8,298.2857142857143,3.5749349271967965,0
114,ID_245217234304267278,Type_1,9299.0,9414.0,64.48466040895335,7,2824.0,16.428571428571427,Repeat Loan,8,1344.857142857143,30.709155862499333,0
115,ID_263376257739267278,Type_1,10705.0,10705.0,0.0,7,3212.0,0.0,Repeat Loan,9,1529.2857142857142,0.0,0
116,ID_252708234157267278,Type_1,1370.0,1410.0,152.24191866527633,7,424.0,5.714285714285714,Repeat Loan,8,201.42857142857142,72.32517025540419,0
117,ID_241458234501267278,Type_1,5669.0,5844.0,160.9631328276592,7,1753.0,25.0,Repeat Loan,8,834.8571428571429,76.65785577742975,0
118,ID_245797246924267278,Type_1,11360.0,11555.0,89.5057847082495,7,0.0,27.857142857142858,Repeat Loan,9,1650.7142857142858,0.0,0
119,ID_251616144280251804,Type_5,17000.0,17950.0,145.69327731092437,14,422.0,67.85714285714286,Repeat Loan,4,1282.142857142857,442.6530683363393,0
120,ID_239352219880267278,Type_1,7910.0,8093.0,120.63391728372765,7,2428.0,26.142857142857142,Repeat Loan,7,1156.142857142857,57.4423565884448,0
121,ID_254031281745267278,Type_1,2419.0,2419.0,0.0,7,726.0,0.0,Repeat Loan,10,345.57142857142856,0.0,0
122,ID_247289222110267278,Type_1,28007.0,28727.0,134.0481206229055,7,8618.0,102.85714285714286,Repeat Loan,7,4103.857142857143,63.833179079239564,0
123,ID_254221291750267278,Type_1,6248.0,6287.0,32.54755807572709,7,1886.0,5.571428571428571,Repeat Loan,11,898.1428571428571,15.499658962437223,0
124,ID_264763247986267278,Type_1,3354.0,3475.0,188.11227532157767,7,1043.0,17.285714285714285,Repeat Loan,9,496.42857142857144,89.5343318370747,0
125,ID_248569256762267278,Type_1,2260.0,2260.0,0.0,7,678.0,0.0,Repeat Loan,9,322.85714285714283,0.0,0
126,ID_249405256706267278,Type_1,930.0,930.0,0.0,7,21.0,0.0,Repeat Loan,9,132.85714285714286,0.0,0
127,ID_252492233531267278,Type_1,4949.0,4949.0,0.0,7,1485.0,0.0,Repeat Loan,8,707.0,0.0,0
128,ID_254661293587267278,Type_1,2900.0,2900.0,0.0,7,405.0,0.0,Repeat Loan,11,414.2857142857143,0.0,0
129,ID_242364279898267278,Type_1,15768.0,16055.0,94.90740740740739,7,4817.0,41.0,Repeat Loan,10,2293.5714285714284,45.18931243292878,0
130,ID_256483220477267278,Type_1,5744.0,5868.0,112.56466374850775,7,1760.0,17.714285714285715,Repeat Loan,7,838.2857142857143,53.61440315553924,0
131,ID_264528236228267278,Type_1,679.0,696.0,130.54912686724174,7,209.0,2.4285714285714284,Repeat Loan,8,99.42857142857143,62.1067616538621,0
132,ID_244831254106267278,Type_1,2399.0,2462.0,136.93205502292622,7,739.0,9.0,Repeat Loan,9,351.7142857142857,65.17044644624866,0
133,ID_254783277605267278,Type_1,5668.0,5702.0,31.278354672850085,7,0.0,4.857142857142857,Repeat Loan,10,814.5714285714286,0.0,0
134,ID_264359246067267278,Type_1,14337.0,14337.0,0.0,7,177.0,0.0,Repeat Loan,9,2048.1428571428573,0.0,0
135,ID_254272301792267278,Type_1,2398.0,2468.0,152.21017514595496,7,740.0,10.0,Repeat Loan,11,352.57142857142856,72.52021472204957,0
136,ID_267019286860267278,Type_1,8628.0,8628.0,0.0,7,665.0,0.0,Repeat Loan,10,1232.5714285714287,0.0,0
137,ID_269209224411267278,Type_1,4113.0,4142.0,36.764961272619914,7,1251.0,4.142857142857143,New Loan,8,591.7142857142857,17.389570582527313,0
138,ID_239328287639267278,Type_1,12700.0,12853.0,62.81777277840269,7,3856.0,21.857142857142858,Repeat Loan,10,1836.142857142857,29.91244937465952,0
139,ID_243590267448267278,Type_1,10494.0,10711.0,107.82351820087668,7,3213.0,31.0,Repeat Loan,10,1530.142857142857,51.34932655060202,0
140,ID_104623241086267278,Type_1,36207.0,36864.0,94.61666844217179,7,0.0,93.85714285714286,Repeat Loan,8,5266.285714285715,0.0,0
141,ID_243160230570267278,Type_1,4478.0,4510.0,37.261532571939,7,1353.0,4.571428571428571,Repeat Loan,8,644.2857142857143,17.74358693901857,0
142,ID_251137262610267278,Type_1,14101.0,14101.0,0.0,7,0.0,0.0,Repeat Loan,9,2014.4285714285713,0.0,0
143,ID_249288279511267278,Type_1,21550.0,22162.0,148.08087504143188,7,0.0,87.42857142857143,Repeat Loan,10,3166.0,0.0,0
144,ID_308504369773267278,Type_7,10000.0,10351.0,183.02142857142854,7,2070.0,50.142857142857146,Repeat Loan,9,1478.7142857142858,130.742222715173,0
145,ID_242235276499267278,Type_1,42190.0,42444.0,31.392002167067346,7,12733.0,36.285714285714285,Repeat Loan,10,6063.428571428572,14.94880726098671,0
146,ID_245552291819267278,Type_1,2189.0,2189.0,0.0,7,657.0,0.0,Repeat Loan,11,312.7142857142857,0.0,0
147,ID_267181222280267278,Type_1,25490.0,26265.0,158.5355601636496,7,7880.0,110.71428571428571,Repeat Loan,7,3752.1428571428573,75.48833371461669,0
148,ID_259244251983267278,Type_1,4699.0,4699.0,0.0,7,1410.0,0.0,Repeat Loan,9,671.2857142857143,0.0,0
149,ID_249110256309267278,Type_1,36032.0,36032.0,0.0,7,0.0,0.0,Repeat Loan,9,5147.428571428572,0.0,0
150,ID_251342219682267278,Type_1,20966.0,21092.0,31.336449489649908,7,6328.0,18.0,Repeat Loan,7,3013.1428571428573,14.921175560675815,0
151,ID_251897229619267278,Type_1,950.0,950.0,0.0,7,285.0,0.0,Repeat Loan,8,135.71428571428572,0.0,0
152,ID_257219248383267278,Type_1,38509.0,39444.0,126.60305754127977,7,11833.0,133.57142857142858,Repeat Loan,9,5634.857142857143,60.288189224544425,0
153,ID_250235226760267278,Type_1,10187.0,10187.0,0.0,7,3056.0,0.0,Repeat Loan,8,1455.2857142857142,0.0,0
154,ID_267252258904267278,Type_1,46450.0,47137.0,77.11979086575425,7,14141.0,98.14285714285714,Repeat Loan,9,6733.857142857143,36.72396963277055,0
155,ID_258838304876267278,Type_1,2933.0,2976.0,76.44537528615264,7,0.0,6.142857142857143,Repeat Loan,12,425.14285714285717,0.0,0
156,ID_262415237470267278,Type_1,3430.0,3430.0,0.0,7,0.0,0.0,Repeat Loan,8,490.0,0.0,0
157,ID_285679365519267277,Type_9,57000.0,60420.0,73.0,30,18488.0,114.0,Repeat Loan,3,2014.0,7.952293379489398,0
158,ID_255792294383267278,Type_1,16985.0,17114.0,39.602169981916816,7,1418.0,18.428571428571427,Repeat Loan,11,2444.8571428571427,68.28042888077015,0
159,ID_258191276989267278,Type_1,7748.0,7875.0,85.46906114020209,7,0.0,18.142857142857142,Repeat Loan,10,1125.0,0.0,0
160,ID_253047241341267278,Type_1,1800.0,1800.0,0.0,7,540.0,0.0,Repeat Loan,8,257.14285714285717,0.0,0
161,ID_262136241171267278,Type_1,1949.0,1991.0,112.36531554643405,7,597.0,6.0,Repeat Loan,8,284.42857142857144,53.53418120434319,0
162,ID_261381274383267278,Type_1,11765.0,11765.0,0.0,7,235.0,0.0,Repeat Loan,10,1680.7142857142858,0.0,0
163,ID_246091240418267278,Type_1,4595.0,4863.0,304.11938442406336,7,1459.0,38.285714285714285,Repeat Loan,8,694.7142857142857,144.80882859632038,0
164,ID_250416298179267278,Type_1,27859.0,28027.0,31.444057575648802,7,0.0,24.0,Repeat Loan,11,4003.8571428571427,0.0,0
165,ID_255105292421267278,Type_1,6384.0,6423.0,31.854189044038666,7,1927.0,5.571428571428571,Repeat Loan,11,917.5714285714286,15.167874284962588,0
166,ID_246467242247267278,Type_1,6639.0,6679.0,31.416091063628336,7,2004.0,5.714285714285714,Repeat Loan,8,954.1428571428571,14.957803836182894,0
167,ID_253872289459267278,Type_1,1500.0,1545.0,156.42857142857142,7,464.0,6.428571428571429,Repeat Loan,11,220.71428571428572,74.40952674173117,0
168,ID_259588303316267278,Type_1,1078.0,1078.0,0.0,7,150.0,0.0,Repeat Loan,11,154.0,0.0,0
169,ID_251897255768267278,Type_1,3529.0,3556.0,39.89394000728656,7,2.0,3.857142857142857,Repeat Loan,9,508.0,10133.060761850787,0
170,ID_14667360556267277,Type_9,67200.0,77302.0,91.44915674603176,60,19000.0,168.36666666666667,Repeat Loan,1,1288.3666666666666,6.201055012966445,1
171,ID_257955269717267278,Type_1,799.0,829.0,195.78043983550864,7,216.0,4.285714285714286,Repeat Loan,10,118.42857142857143,107.34258242304013,0
172,ID_252613302894267278,Type_1,4714.0,4728.0,15.485787017394992,7,1418.0,2.0,Repeat Loan,11,675.4285714285714,7.376264458819618,0
173,ID_243334302079267278,Type_1,2448.0,2448.0,0.0,7,734.0,0.0,Repeat Loan,11,349.7142857142857,0.0,0
174,ID_259122275568267278,Type_1,3137.0,3137.0,0.0,7,941.0,0.0,Repeat Loan,10,448.14285714285717,0.0,0
175,ID_256718228278267278,Type_1,1829.0,1829.0,0.0,7,549.0,0.0,Repeat Loan,8,261.2857142857143,0.0,0
176,ID_271384274571267278,Type_1,3160.0,3160.0,0.0,7,160.0,0.0,Repeat Loan,10,451.42857142857144,0.0,0
177,ID_308465371534251804,Type_7,10879.0,11260.0,182.61263508988483,7,2252.0,54.42857142857143,Repeat Loan,9,1608.5714285714287,130.43759649277487,0
178,ID_248975214890267278,Type_1,51141.0,52696.0,158.54626005972284,7,15809.0,222.14285714285714,Repeat Loan,7,7528.0,75.49726394646046,0
179,ID_253182303997267278,Type_1,435.0,435.0,0.0,7,131.0,0.0,Repeat Loan,12,62.142857142857146,0.0,0
180,ID_256554257599267278,Type_1,8758.0,9026.0,159.56023880207482,7,569.0,38.285714285714285,Repeat Loan,9,1289.4285714285713,361.58441261047636,0
181,ID_260626232597267278,Type_1,9023.0,9078.0,31.783853960513603,7,2723.0,7.857142857142857,Repeat Loan,8,1296.857142857143,15.13739186052896,0
182,ID_268381258194267278,Type_1,399.0,423.0,313.641245972073,7,127.0,3.4285714285714284,Repeat Loan,9,60.42857142857143,149.2353735052721,0
183,ID_243588221632267278,Type_1,2700.0,2799.0,191.19047619047618,7,840.0,14.142857142857142,Repeat Loan,7,399.85714285714283,91.01056851311954,0
184,ID_247393286939267278,Type_1,4224.0,4339.0,141.96090367965365,7,1302.0,16.428571428571427,Repeat Loan,10,619.8571428571429,67.58485418762533,0
185,ID_266688252320267278,Type_1,4622.0,4622.0,0.0,7,1387.0,0.0,Repeat Loan,9,660.2857142857143,0.0,0
186,ID_259611221992267278,Type_1,899.0,899.0,0.0,7,270.0,0.0,Repeat Loan,7,128.42857142857142,0.0,0
187,ID_253282301211267278,Type_1,7350.0,7440.0,63.84839650145773,7,2232.0,12.857142857142858,Repeat Loan,11,1062.857142857143,30.403998334027488,0
188,ID_259984278913267278,Type_1,6706.0,6706.0,0.0,7,0.0,0.0,Repeat Loan,10,958.0,0.0,0
189,ID_262394285068267278,Type_1,2144.0,2144.0,0.0,7,643.0,0.0,Repeat Loan,10,306.2857142857143,0.0,0
190,ID_252807245468267278,Type_1,1957.0,1971.0,37.30199284619315,7,591.0,2.0,Repeat Loan,9,281.57142857142856,17.771870413305948,0
191,ID_262939269776267278,Type_1,2794.0,2794.0,0.0,7,838.0,0.0,Repeat Loan,10,399.14285714285717,0.0,0
